SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;InsectDensity;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
FW08NV053;XER;2008;1.418181818;6.181818182;825;0.0013877;0.001365037;0.001427284;62;50;0;8.191565477;7.4997;5.268803;563.5346;0;0.09;0.88;0;0.03
FW08NV054;XER;2008;0.313636363;5.545454545;614;0.001466174;0.002016126;0.00050561;62;26;0.181818182;1.950291354;7.5006;4.882194;428.8053;0;0;0.73;0;0.09
FW08NV056;XER;2008;1.187121213;5.492424242;757;0.001156403;0.001406552;0.000719486;51;36;0.739130435;41.19790004;2271.009;7.48541;571.1153;0.2813728;2.21;1.23;0.5343308;40.05
FW08NV057;XER;2008;0.154545454;3.090909091;787;0.001153354;0.001318457;0.00086498;53;39;0.045454545;10.45468819;2309.613;5.962092;367.833;0;0.13;0.71;0.000389676;0.4
FW08NV058;XER;2008;0.172727273;2;954;0.001054871;0.001451232;0.000637238;42;34;0.5;31.6439456;18906.98;7.160148;348.8346;0.1645963;0.18;0.75;0.005726455;2.12
FW08NV062;XER;2008;0.063636365;1.272727273;42;0.00125834;0.001050695;0.001895683;22;14;0;34.00147947;26580.05;7.628257;321.9074;0.4615759;0.17;0.74;0.004692993;1.69
FW08NV063;XER;2008;1.2;2;364;0.001080896;0.001538177;0.000556858;38;30;0;11.88127718;1947.357;7.720165;323.9037;0.03919158;0.06;0.58;4.62E-05;0.14
FW08NV065;XER;2008;0.481818181;5.18181818;401;0.001326364;0.001584673;0.000875193;50;41;0.954545455;6.220485869;23.535;3.557746;715.1189;0;0;0;0;0.17
FW08NV066;XER;2008;0.324545455;2;143;0.001217655;0.001455098;0.000802931;35;23;0;34.95392333;32396.59;7.815222;314.4207;0.761569;0.19;0.77;0.004467137;1.7
FW08NV069;XER;2008;0.386363636;5.181818181;514;0.001222372;0.001419547;0.00087798;40;40;0.772727273;25.4092642;2294.35;5.940685;446.1879;0.01004206;0.11;0.66;0.003216597;0.11
FW08NY002;NAP;2008;0.820454545;5.181818181;411;0.001214916;0.001285034;0.001092447;52;43;1;12.75359327;1.2177;5.889994;1084.262;0;0;0.11;0;0.43
FW08NY003;NAP;2008;0.581818181;1.636363636;144;0.001227381;0.001471438;0.000801102;53;23;0;4.598535902;2.3418;7.09599;1029.32;28.59339;0.91;1.03;0.07686395;20.27
FW08NY004;NAP;2008;0.831818182;4.000000001;490;0.001246653;0.001165601;0.001388222;60;48;1;13.53729976;22.5477;7.118973;851.2997;4.406658;3.84;1.73;0.578773;88.8
FW08NY008;NAP;2008;0.576818182;3.99090909;547;0.001290134;0.00113151;0.001567192;65;51;0.954545455;12.18024214;24.1839;7.372628;1333.861;0;0.49;1.09;0.01116445;31.33
FW08NY014;NAP;2008;1.03409091;5.090909091;329;0.00120336;0.000863516;0.001796942;75;53;0.227272727;26.47821861;18.0387;5.131017;1015.309;0;0.09;0.59;0;7.87
FW08NY015;NAP;2008;0.127272728;1.454545455;451;0.001385424;0.0013206;0.00149865;61;51;0.857142857;21.06758283;16.7895;6.752048;1017.781;0;0.15;1.28;0;5.62
FW08NY016;NAP;2008;0.404545455;4.454545454;377;0.001199625;0.001065998;0.001433023;77;48;1;37.76825132;141.2667;9.595382;1278.557;1.02126;4.91;3.02;0.425578;123.71
FW08NY017;NAP;2008;0.243181819;1.727272727;228;0.001280832;0.001716606;0.000519694;46;31;0.909090909;16.414763;1231.085;7.455167;1088.488;7.169019;1.11;1.6;0.1607607;31.09
FW08NY018;NAP;2008;0.472727272;2.818181818;49;0.001440134;0.001585095;0.001186939;38;18;0.727272727;10.74331174;5.4882;8.926756;992.9919;66.51361;3.53;1.45;2.36143;37.81
FW08NY019;NAP;2008;0.238636363;2.000000001;219;0.001082708;0.001480161;0.000663166;39;35;0.227272727;142.4312345;5193.706;7.53285;844.0954;5.432242;0.89;1.69;0.1261527;21.91
FW08NY021;NAP;2008;0.536363637;3.636363636;221;0.001163708;0.00146154;0.000643505;106;34;0.95;113.0790373;8523.161;6.94023;1171.039;5.105426;1.71;1.54;0.3239749;43.24
FW08NY022;NAP;2008;0.559090909;5.727272728;152;0.001188286;0.001548123;0.000559782;42;30;0.318181818;23.981782;25.8129;8.952886;928.8916;42.69377;1.21;1.57;0.04183955;35.45
FW08NY023;NAP;2008;0.206818182;1.90909091;474;0.00104307;0.00115731;0.001118199;72;43;0.818181818;40.06829901;4019.81;7.458311;1116.921;6.085944;1.09;1.55;0.1367751;29.27
FW08NY024;NAP;2008;0.818749999;5.166666668;450;0.00133102;0.001176494;0.001600921;70;52;1;10.75567034;42.8517;5.826657;994.3793;0.5019637;0.24;0.87;0.002100267;4.95
FW08NY025;NAP;2008;0.720454546;5.636363636;69;0.001398331;0.001337745;0.001504152;25;16;1;335.9533397;7195.513;5.65253;1238.309;0.04125071;0.42;0.76;0.03839893;7.79
FW08NY027;NAP;2008;2.363636364;6;180;0.00128559;0.001588888;0.00075584;25;23;0.952380952;69.47857747;884.7927;6.953848;1029.017;1.083203;2.07;1.49;0.6573065;24.93
FW08NY028;NAP;2008;0.488636365;2.81818182;66;0.00125238;0.001218621;0.001311344;34;18;0.863636364;130.9599368;22346.63;6.802584;1211.626;3.153551;2.28;1.58;0.5186956;60
FW08NY030;NAP;2008;0.218181819;2.545454546;88;0.001213874;0.001586455;0.000563114;44;28;0.045454545;55.70267389;531.1647;6.976736;1125.787;2.468048;1.15;1.98;0.1533423;26.39
FW08NY032;NAP;2008;0.154545454;2.000000001;291;0.001159255;0.001454396;0.000643751;71;34;1;171.3616295;3025.253;7.084078;1034.949;0.6680863;0.62;1.57;0.07559368;19.17
FW08NY034;NAP;2008;0.640909091;3;119;0.001389295;0.001561129;0.001089163;21;19;1;106.5218172;15638.36;8.203913;907.053;27.16878;1.84;1.83;0.3061472;51.06
FW08NY035;NAP;2008;0.281818181;2.363636364;336;0.001053717;0.001095288;0.001255771;55;45;0.636363636;92.02972461;12271.74;7.488651;1089.309;3.807011;1.38;1.7;0.2211472;38.13
FW08NY037;NAP;2008;0.53409091;4.272727273;141;0.00152644;0.000590351;0.003161443;10;8;0.952380952;80.25212795;8323.921;6.912928;1172.419;5.116879;1.67;1.53;0.3145164;42.88
FW08NY039;NAP;2008;0.131818183;1.545454546;103;0.001203771;0.001312069;0.001289277;24;18;0.818181818;39.16502253;1410.85;7.492822;1100.147;6.4849;1.03;1.6;0.1418081;29.15
FW08NY040;NAP;2008;0.552272726;4.318181818;260;0.001225235;0.001596155;0.000577375;28;27;1;136.5509858;7349.218;5.701788;1237.563;0.1413579;0.62;0.81;0.0947611;13.21
FW08NY041;NAP;2008;0.866666668;5.333333333;374;0.001309727;0.001092255;0.00168957;67;53;1;10.79663247;9.0837;4.472218;1397.761;0;0;0.15;0;0.29
FW08NY042;NAP;2008;0.10909091;1.090909092;34;0.001265812;0.000827;0.002306919;39;12;0.954545455;67.42178409;3965.733;7.427817;929.52;16.70078;0.85;1.64;0.0882132;22.5
FW08NY044;NAP;2008;0.888636364;3.636363637;118;0.001173683;0.001420415;0.000742733;36;24;0.909090909;364.4405565;27080.47;7.074791;1221.844;3.027251;2.24;1.66;0.4841603;56.64
FW08NY050;NAP;2008;1.863636363;5.818181818;164;0.001414863;0.001063516;0.002028536;35;33;1;141.7922794;20493.47;8.117337;962.2328;23.10296;2.3;1.9;0.4509911;66.87
FW08NY064;NAP;2008;0.918181818;5.09090909;47;0.001492248;0.000838135;0.002634743;11;10;0.954545455;63.3731932;475.065;7.729512;1301.054;1.585109;2.09;2;0.2887184;39.29
FW08NY065;NAP;2008;1.677272726;5.909090909;470;0.001229862;0.001605284;0.000574137;66;33;1;5.703897303;5.5242;7.41511;972.5513;15.9987;1.26;1.62;0.08145976;28.54
FW08NY066;NAP;2008;0.915909091;3.818181819;60;0.001558083;0.001243255;0.002107972;36;12;0.75;3.876447013;0.45;9.02133;924.6785;72.6;0.92;2.68;0;11.44
FW08NY077;NAP;2008;1.157954545;4.718181818;391;0.001377432;0.001602229;0.000984795;53;43;1;3.411921461;0.6597;7.800374;1017.402;1.909959;0.47;0.45;0;18.5
FW08OH003;NAP;2008;0.09;1.8;177;0.000710764;0.001007526;0.001282502;23;19;0.227272727;21.24803972;106.4457;10.21142;918.0191;6.205981;27.42;6.75;8.153171;614.53
FW08OH004;TPL;2008;0.325000001;2.545454546;685;0.000975989;0.001107138;0.001021584;49;41;0.681818182;10.17675775;3.6351;10.98366;984.2097;46.32335;1.63;1.53;0.04951721;86.28
FW08OH005;NAP;2008;0.354545454;3.454545453;215;0.001080313;0.001345196;0.00061766;52;32;0.909090909;36.50567411;212.8221;10.31817;978.1286;42.30999;2.33;2.61;0.3992067;62.29
FW08OH007;NAP;2008;0.7875;4.4;294;0.001332478;0.001815655;0.000488546;49;29;0.5;21.70911855;2.313;8.848463;1075.799;0;1.03;2.11;0;93.27
FW08OH012;SAP;2008;0.323181818;1.672727274;509;0.00112047;0.001381258;0.000664969;42;34;0.863636364;62.51365155;2949.592;11.22349;1000.145;57.61197;1.77;1.58;0.3095818;32.07
FW08OH017;SAP;2008;0.113636364;1.909090909;324;0.001015573;0.001378102;0.000657031;39;34;0.818181818;48.88442358;12572.39;10.08454;914.8901;19.56837;4.05;2.75;0.8795561;90.24
FW08OH018;SAP;2008;0.25;1.272727273;218;0.001136417;0.001409166;0.000660026;31;26;0.909090909;33.04420058;2881.855;10.20579;910.0082;16.91045;9.53;3.59;2.196648;221
FW08OH019;TPL;2008;0.318181817;1.545454547;317;0.001082559;0.001071078;0.001102612;52;42;0.681818182;67.95584073;4432.703;11.61311;1003.908;44.27688;5.18;2.44;0.9054612;146.89
FW08OH021;SAP;2008;0.313636363;1.909090909;141;0.001233121;0.001489735;0.00078491;107;23;0.863636364;76.73551704;20809.72;10.3412;901.6435;16.21435;3.23;2.52;0.651261;71.44
FW08OH023;SAP;2008;0.150000001;1.545454545;433;0.001105016;0.00137641;0.000630992;38;32;0.954545455;49.81541687;16758.45;11.05742;961.4103;47.01062;4.61;2.08;1.17557;115.09
FW08OH024;TPL;2008;0.263636363;2.000000001;429;0.001123576;0.001183074;0.001019656;57;41;0.954545455;42.3381052;2008.177;10.07653;893.091;77.54098;2.19;1.81;0.3506463;25.26
FW08OH027;NAP;2008;0.234090909;1.545454546;66;0.001192323;0.001011605;0.00150797;19;17;0.954545455;39.97378434;1577.428;9.811623;903.8077;15.88032;4.27;2.57;0.8298064;100.88
FW08OH028;TPL;2008;0.398214286;3.5;549;0.0012166;0.001593365;0.00055853;38;32;0.964285714;25.02051482;576.1494;10.93379;877.8512;70.27443;2.63;1.47;0.7059107;40.31
FW08OH031;TPL;2008;0.534772728;1.563636364;238;0.001077497;0.001346006;0.000608511;41;31;0.545454545;55.92012702;6748.267;10.66405;894.8822;66.46852;4.62;2.58;1.021849;111.29
FW08OH032;TPL;2008;0.465909091;3.181818183;559;0.001134905;0.000971327;0.001420617;66;47;0.772727273;17.83790935;463.9797;9.893854;915.2669;70.94871;2.6;1.91;0.4160742;44.61
FW08OH033;NAP;2008;0.327272728;2.90909091;352;0.001114627;0.001247402;0.000882716;51;39;0.952380952;45.90020356;549.4608;9.591958;939.0498;42.82766;1.36;2.15;0.1487276;34.67
FW08OH035;TPL;2008;0.363636364;1.909090909;449;0.001091964;0.001360941;0.000622159;32;28;0.909090909;108.1469847;2516.88;10.51786;844.456;72.4727;2.92;2.17;0.6422238;60.2
FW08OH038;NAP;2008;0.378636365;3.481818182;285;0.001103726;0.0013507;0.000672353;32;26;0.727272727;39.91188654;746.3853;10.18072;936.5873;7.385113;14.6;3.58;2.688839;393.84
FW08OK002;SPL;2008;0.104545455;1;64;0.001117631;0.001534008;0.000665037;39;25;0.863636364;29.55914974;182.7243;15.78315;974.2756;0.2625267;0.64;1.96;0.03447817;6.72
FW08OK007;SPL;2008;0.204545455;2.636363636;311;0.001191155;0.001460523;0.000720667;48;36;0.857142857;23.11424415;53.0559;16.09694;1025.958;0.4732744;0.3;2.35;0.01017794;6.9
FW08OK010;SPL;2008;0.377272726;3.454545453;633;0.001332226;0.001800275;0.000514717;88;28;0;7.424730211;118.2771;14.15441;531.9883;2.329952;0.39;1.02;0.0091311;0.65
FW08OK011;SPL;2008;0.204545455;1.545454545;117;0.001213681;0.000962762;0.001926607;15;14;0.727272727;40.25813175;9381.624;15.29948;693.3388;27.99727;0.6;1.4;0.08552357;3.69
FW08OK012;TPL;2008;0.234090909;2.636363636;404;0.001358799;0.001625643;0.000892722;29;21;0.954545455;19.56861501;2.7162;15.77597;1171.71;0;0.35;1.71;0;6.15
FW08OK014;SPL;2008;0.036363637;0.363636364;148;0.001092903;0.001239257;0.001111939;28;20;0.318181818;33.80559394;74241.83;13.6086;511.9448;33.13572;0.63;1.26;0.09324541;7.31
FW08OK019;SPL;2008;0.050000001;0.636363637;140;0.001151631;0.001419527;0.000958377;27;21;0.818181818;84.05145129;77149.94;16.01657;647.4821;25.13946;0.7;1.4;0.1291895;8.72
FW08OK020;SPL;2008;0.095454547;0.818181819;157;0.001175546;0.001696054;0.000541075;34;28;1;9.062141916;21.1842;16.12511;907.0895;28.85972;0.42;1.47;0.0169938;18.74
FW08OK023;SPL;2008;0.050000001;1.000000001;831;0.001057109;0.001173958;0.001127681;63;43;0.818181818;18.64060952;254.3058;15.99037;944.5497;2.982708;0.3;1.47;0.04848493;11.41
FW08OK035;SPL;2008;0.225000001;2.818181818;546;0.001138102;0.000971986;0.001428246;59;47;0.894736842;46.4619275;33.3495;15.73847;981.1133;0;0.4;1.56;0.01079476;5.05
FW08OK044;SPL;2008;0.10909091;1.818181819;125;0.001039605;0.001453434;0.000591461;46;28;0.590909091;119.4394551;1421.906;15.69296;649.5513;52.41029;1.29;1.94;0.3757209;14.12
FW08OK060;SPL;2008;0.168181819;2.272727274;625;0.001185736;0.000988981;0.001529395;79;49;0.318181818;9.946964507;10.4733;14.94058;627.3761;1.950675;0.37;1.31;0.0429664;1.78
FW08OK061;SPL;2008;0.05909091;1.181818182;144;0.001083103;0.001532229;0.00057331;41;29;0.909090909;37.7785092;151.1406;15.60692;981.9291;0;0.65;2.03;0.03811021;13.47
FW08OK080;SPL;2008;0.35909091;3.909090909;985;0.001147232;0.0010331;0.001346577;88;46;1;26.88985953;184.3182;16.38772;1240.634;0;0.14;0.69;0.00488286;1.99
FW08OR001;WMT;2008;0.668181818;2.454545455;331;0.001367787;0.001799266;0.000614151;60;36;0.681818182;8.884604486;6.2055;11.27507;1625.723;0;0.18;1.99;0;2.38
FW08OR002;XER;2008;0.6475;2.6;286;0.001480819;0.001736304;0.001034581;28;19;0;19.86974346;79.1955;8.058132;362.0471;1.972839;0.08;0.63;0;0.5
FW08OR004;WMT;2008;0.517272727;3.245454546;433;0.00128064;0.001307301;0.001234072;89;46;0.545454545;9.28980582;17.5959;7.574365;362.5131;0.2864304;0.02;0.69;0;0.22
FW08OR005;WMT;2008;0.147727274;1.454545455;449;0.001423981;0.001590772;0.001132659;54;46;0.636363636;8.154275858;23.7546;7.493862;728.0807;0;0.11;1.39;0;0.46
FW08OR006;WMT;2008;0.497727273;3.545454545;243;0.001439008;0.001942685;0.00055927;31;25;1;19.30293064;325.2753;11.2318;1021.097;0;0.2;1.87;0.005257085;4.69
FW08OR008;WMT;2008;1.195454546;5.545454545;262;0.00151447;0.002146319;0.000410862;62;30;1;7.855999859;4.3047;6.224503;837.0576;0;0.83;3.57;0;0.43
FW08OR009;WMT;2008;0.331818182;1.818181819;472;0.001472282;0.001826253;0.000854024;62;42;0.818181818;12.37299111;6.0021;9.082117;1945.45;0;0.03;3;0;5.7
FW08OR010;WMT;2008;0.272727273;2.181818183;400;0.001287144;0.001628202;0.000966104;49;43;0.227272727;12.33118852;2.4426;5.494443;1256.366;0;0.03;1.97;0;0.26
FW08OR015;WMT;2008;0.438636364;3.090909092;221;0.001312492;0.001626527;0.000763988;29;23;0.727272727;29.89459598;5633.969;9.496279;737.1221;0.04939324;1.5;1.4;0.3586441;33.57
FW08OR016;WMT;2008;0.141111111;1.622222222;353;0.001291055;0.001403557;0.001094556;50;44;1;92.56746111;1640.293;9.204168;1816.711;0.02897043;0.54;1.82;0.07160305;8.03
FW08OR019;WMT;2008;0.515909091;1.545454546;233;0.001268178;0.001639862;0.000618982;52;35;0.857142857;111.359781;837.9504;11.05431;1770.807;0.01503669;0.24;1.79;0.004403602;3.29
FW08OR022;WMT;2008;0.35;1.818181818;301;0.00120392;0.001352351;0.000944665;62;41;0.681818182;217.6898154;3227.45;8.815495;1198.692;0.000697145;0.17;1.93;0.004517499;1.26
FW08OR027;WMT;2008;0.202272728;1.636363637;288;0.001140551;0.001111876;0.001190634;55;44;0.954545455;134.2954304;5299.048;9.225416;1315.873;0.04174712;0.82;1.46;0.1884735;17.49
FW08OR035;WMT;2008;0.225000001;1.363636364;365;0.001199288;0.001753279;0.000506332;67;31;0.681818182;68.34730086;701.982;10.31486;2343.632;0.02294931;0.43;1.86;0.01602605;5.3
FW08OR043;WMT;2008;0.443181818;3.545454545;489;0.001424671;0.001322452;0.001603211;72;53;1;15.15429228;4.4244;9.446902;1169.863;0;0.1;0.84;0;0.95
FW08OR044;WMT;2008;0.104545455;1.363636364;403;0.001222625;0.001673259;0.000710196;55;38;0.954545455;55.05870207;1348.049;7.555819;1891.588;0;0.25;1.36;0.01709137;2.28
FW08OR045;WMT;2008;0.278125;2.25;461;0.001364396;0.001745319;0.000699065;43;38;1;18.51153185;213.2082;4.668947;795.4795;0;0.2;1.21;0;0.2
FW08OR047;WMT;2008;0.602272727;2.727272726;404;0.001471679;0.001718568;0.001040456;62;45;1;16.4922112;13.5306;11.70095;2065.784;0;0.08;1.07;0;2.15
FW08OR050;WMT;2008;0.35;1.857142857;334;0.001451038;0.001788419;0.000861756;49;42;1;6.998091411;8.2143;10.26033;1164.843;0;0.15;2.57;0;0.26
FW08OR051;WMT;2008;0.218181819;2.545454546;213;0.001184617;0.001727901;0.000510362;32;29;0.636363636;211.2731967;8844.192;8.941071;1511.244;0.3504469;0.96;1.32;0.2179125;22.1
FW08OR052;WMT;2008;0.718181819;4.363636363;448;0.001496172;0.001903211;0.000785226;55;41;1;11.86973062;9.2619;2.650245;905.2619;0;0.13;0.68;0;2.14
FW08OR054;WMT;2008;0.4;2.5;330;0.001108527;0.001545602;0.000619781;50;26;0.571428571;340.5702197;13295.21;10.41788;924.4281;0.02761896;1.05;1.38;0.2198889;21.57
FW08OR058;WMT;2008;0.236363637;2.181818182;304;0.001361161;0.000904786;0.002158281;67;61;1;189.7344236;2544.972;7.699096;1937.556;0;0.13;0.79;0.001096279;0.96
FW08OR059;WMT;2008;1.061363636;3.545454546;48;0.001316772;0.0009612;0.001937826;15;14;0.863636364;177.0994984;9408.865;10.38025;977.5503;0.0303703;0.65;2.33;0.1193098;9.97
FW08OR060;WMT;2008;0.104545456;1.727272728;445;0.001230834;0.001521209;0.000998319;50;43;0.681818182;71.038473;1783.929;7.964839;1864.24;0.1758198;0.42;1.48;0.06023783;5.12
FW08OR069;WMT;2008;0.249999999;3.181818182;291;0.001370261;0.001636643;0.000904989;56;42;0.727272727;3.880341091;13.4469;6.206939;675.0582;0;0.16;2.37;0;0.39
FW08PA001;NAP;2008;0.938636363;3.727272727;367;0.001301799;0.00130911;0.00128903;70;47;1;7.687780478;12.7107;6.656768;1115.308;0;0.9;3.14;0.08496778;11.6
FW08PA005;SAP;2008;1.104166666;4.166666667;438;0.001287791;0.001605076;0.00073361;45;38;0.826086957;12.45048374;9.2466;8.551843;1239.823;0;0.74;1.37;0.009733307;42.04
FW08PA018;SAP;2008;0.597727273;3.818181819;357;0.001257709;0.001597641;0.000663974;46;36;1;9.458965895;0.72;11.3652;1396.158;66.125;0.58;1.32;0;45.79
FW08PA023;NAP;2008;0.227272729;1.636363637;277;0.001190725;0.001089015;0.001368376;80;47;1;22.18239404;2434.548;7.422898;940.5186;0.5398415;0.29;1.22;0.04443536;6.21
FW08PA029;SAP;2008;0.765909092;4.363636363;390;0.00120049;0.00157076;0.000553764;35;31;0.863636364;22.22537225;46.9314;8.182106;1031.713;0.001917693;11.61;5.88;2.544778;315.71
FW08PA035;SAP;2008;0.825;3.627272726;132;0.001241514;0.001107372;0.001475812;26;17;0.904761905;175.6281495;18076.52;8.170621;1011.401;4.498442;1.06;1.73;0.1869602;26.9
FW08PA037;NAP;2008;0.575;2.545454545;277;0.001256699;0.001514409;0.000806574;46;39;1;18.39524258;66.7026;7.873364;876.1562;1.233235;0.67;1.8;0.1457215;15.88
FW08PA039;NAP;2008;0.213636364;1.363636363;368;0.001332924;0.001521218;0.001004043;75;43;0.8;24.845291;1877.66;7.338955;943.2983;0.5538063;0.27;1.2;0.03858526;7.08
FW08RIA9037;TPL;2008;0.356818182;1.363636363;672;0.001178171;0.00127414;0.001010547;30;21;0.181818182;13.87657076;253.4184;9.979305605;1122.39903;24.31279655;1.08;1.27;0.015981476;3.2
FW08RIA9038;TPL;2008;0.05909091;0.818181819;361;0.000960492;0.001314533;0.000616778;33;29;0.545454545;14.65329369;42.138;11.06797403;1304.707845;18.00939769;0.75;1.05;0;4.74
FW08RIA9060;TPL;2008;0.786363636;2.818181818;391;0.001105582;0.001334311;0.000706077;53;35;0.380952381;45.0606523;158.4873;10.12261075;1082.101848;25.04074459;0.8;1.18;0.008518033;2.64
FW08RIL2AK07;SAP;2008;0.35;2.499999999;20;0.001476543;0.000938348;0.002416572;23;11;1;42.29382552;45.7713;13.41089527;1405.14411;1.557307745;0.44;0.7;0.007865191;3.44
FW08RIL2CA08;TPL;2008;0.172727273;1.636363636;62;0.001307023;0.000253328;0.003147441;10;9;0.909090909;45.97256428;407.2167;12.69444426;1377.726673;53.2218104;0.79;1.48;0.026079481;6.31
FW08RIL2DJE02;TPL;2008;0.213636363;2.454545455;189;0.001106837;0.001295473;0.000777359;32;24;1;22.96676562;73.0314;10.49200835;1452.277148;44.86234688;1.2;0.91;0.024646933;6.57
FW08RIL2ICE01;TPL;2008;0.116666667;1.999999999;245;0.001067596;0.001486326;0.000610891;39;27;0.941176471;41.99015758;50.7771;13.80466917;1273.147815;0.73911271;0.21;0.73;0.001772453;3.68
FW08RIL9002;TPL;2008;0.179545455;1.545454546;255;0.001060081;0.001495355;0.000574481;47;31;1;29.84403905;12328.3656;10.1002241;1077.5932;77.5117344;2.51;1.81;0.357251735;36.55
FW08RIN9035;TPL;2008;0.245454546;2.363636364;127;0.001194153;0.001558076;0.000558514;34;31;0.863636364;13.91933471;154.7631;11.71925559;1206.928673;33.96449154;0.86;1.63;0.130263609;16.21
FW08RIN9046;TPL;2008;0.190909092;2.727272728;494;0.001088471;0.001328663;0.000668943;44;34;0.954545455;16.11780808;309.2886;10.96577129;1100.604823;82.86677879;1.16;1.67;0.047140438;19.43
FW08RKS9002;TPL;2008;0.136363637;2.000000001;356;0.001200948;0.001535399;0.000616787;49;34;0.590909091;19.12901324;12.1464;12.35658695;879.9010889;2.926793124;0.06;0.7;0;0.86
FW08RKS9003;SPL;2008;0.438636364;2.181818182;181;0.001258603;0.001369092;0.001065619;26;20;1;18.45032327;5505.1038;10.11571033;676.6590079;42.13699295;0.21;0.75;0.008255975;0.75
FW08RKS9777;TPL;2008;0.140909091;1.363636364;67;0.001297514;0.001126886;0.001595538;27;16;1;25.80355273;15.9084;12.4750263;1064.213002;0.045259108;0.04;0.43;0;7.35
FW08RKS9888;TPL;2008;0.063636366;0.90909091;432;0.001026914;0.001158204;0.001072262;109;42;0.952380952;15.27777815;58.5306;12.13732415;990.5353885;10.83433281;0.58;1.39;0.012301258;3.95
FW08RKS9999;TPL;2008;0.072727274;1.090909092;416;0.001140109;0.001618617;0.000578995;29;27;0.954545455;21.07126916;42.6807;12.58806766;1166.618096;12.08696202;0.44;1.4;0.004217363;9.04
FW08RLA900;CPL;2008;0.897727273;4.818181818;224;0.001258676;0.001668969;0.000542046;38;31;0.954545455;184.5604263;5392.0467;19.22540725;1551.882805;2.316111246;1.3;1.32;0.142910483;11.49
FW08RMI9002;UMW;2008;0.413636365;2.636363636;95;0.00128675;0.001420779;0.001052649;22;20;0.772727273;241.3427244;3615.8607;6.555476841;913.8268964;7.485122422;0.89;1.94;0.042487809;10.8
FW08RMI9004;UMW;2008;0.268181818;2.363636364;400;0.00120479;0.001573628;0.000560565;36;31;1;380.6857021;6038.3475;6.731400589;919.3581198;18.58367707;1.72;1.92;0.212213689;22.07
FW08RMI9105;UMW;2008;0.472727274;4.454545455;250;0.001206936;0.001481547;0.000727293;58;37;0.636363636;21.28804178;140.4846;5.950575287;902.235729;3.015490666;0.71;2.49;0.01601599;12.12
FW08RMI9106;UMW;2008;0.409090908;4.454545454;475;0.001324443;0.001796665;0.000499644;48;30;1;18.11406561;264.3381;6.06143738;889.79124;3.22496076;0.61;1.98;0.042218659;9.9
FW08RMI9110;UMW;2008;0.336363637;4.909090909;396;0.00122633;0.001162932;0.001337063;63;47;0.954545455;16.63231308;1006.938;6.104931185;798.8607277;0.646574069;1.5;2.29;0.088575463;10.47
FW08RMO9003;SAP;2008;0.404545455;3.272727272;775;0.001135656;0.000771671;0.001771405;61;52;1;31.78012451;6.8157;14.19888365;1606.69144;0;0.19;1.43;0;6.82
FW08RMO9006;SAP;2008;0.063636364;0.90909091;905;0.001070163;0.001481638;0.000626131;37;34;0.818181818;12.44725318;90.387;12.7532184;1533.534556;0;0.29;1.4;0;3.87
FW08RND010456;NPL;2008;0.113636364;0.818181819;274;0.00105345;0.001474533;0.000592636;42;32;0;18.13388562;10445.33;7.04685;394.4489;4.002267;0.16;0.81;0.001189048;0.21
FW08RND010458;NPL;2008;0.14090909;1.363636364;230;0.001250004;0.00163633;0.000575234;42;27;0.666666667;26.79535587;15958.17;6.89319;399.7066;7.679436;0.18;0.87;0.001799078;0.28
FW08RND010460;NPL;2008;0.25909091;2.636363637;203;0.001039297;0.001435033;0.000622754;57;33;NA;26.05840177;2909.233;6.010635;481.928;44.22114;1;1.64;0.1554843;7.87
FW08RND9033;TPL;2008;0.834090908;3.090909092;377;0.001149915;0.001372737;0.000760727;32;24;1;15.1582864;439.6743;2.774113;527.4478;82.61324;0.49;1.17;0.02558712;0.63
FW08RND9138;TPL;2008;1.296136364;3.627272728;299;0.001154417;0.001450816;0.000636716;46;34;1;14.31303707;425.9376;2.634109;537.1806;12.75567;0.3;1.26;0.004859867;3.66
FW08RNE9010;SPL;2008;0.340909091;1.909090909;393;0.001215374;0.001462358;0.000783983;64;38;0.727272727;11.33271556;10.3464;7.512104;618.666;0;0.44;0.56;0;0.18
FW08RNE9011;SPL;2008;0.729545455;3.818181818;864;0.001276013;0.00141161;0.001039175;51;43;0.666666667;14.65770268;119.1654;7.850801;622.9595;1.348881;0.14;0.47;0;0.18
FW08RNE9022;SPL;2008;0.045454547;0.90909091;952;0.001039918;0.001461502;0.000578229;40;30;0.636363636;35.44181878;42.0948;11.11413;792.3415;56.97853;0.52;1.57;0.02138031;2.34
FW08RNE9024;SPL;2008;0.022727274;0.454545455;317;0.001023757;0.001429691;0.000589403;35;31;0.227272727;24.57787745;34.2927;10.17747;671.4017;55.40771;5.01;2.61;1.154765;35.25
FW08RNE9999;SPL;2008;0.386363636;1.909090909;455;0.001096045;0.001393922;0.000850427;61;39;0;10.98330297;3412.396;7.586446;502.712;3.720087;0.22;0.68;0.01345096;0.71
