Ecoregions;YEAR;HabitatComplexity;FishTotalDensity;LocalFishTotalLCBD;LocalFishReplLCBD;LocalFishRichLCBD;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
SAP;2009;Good;452;0.00854448;-0.000138638;0.02110776;0.000932506;0.001295392;0.000493375;12;11;0.06544665;0.398187948;0.833776669;0.011921396;1.669377021
SAP;2009;Good;108;0.008012527;0.009416909;0.00598058;0.00090575;0.001180453;0.000573331;20;14;71.69266489;1.680890086;1.513850659;0.04682607;6.065353718
SAP;2009;Good;99;0.00894231;-0.00017304;0.02213097;0.000929514;0.000611731;0.001634737;17;16;94.15538703;0.626907939;1.077676611;0.015999488;5.738323095
CPL;2009;Good;473;0.010129703;0.005051499;0.017477167;0.000901377;0.000896452;0.000907337;25;21;87.45056844;1.747249908;1.46672786;0.213097697;15.85776958
SAP;2009;Good;24;0.009156093;0.011736531;0.005422555;0.000876144;0.001128454;0.000570822;10;8;59.97480113;1.224540972;1.520268463;0.058297919;4.71150132
CPL;2009;Good;44;0.00959337;0.007854343;0.012109502;0.000927707;0.001254199;0.000532617;8;8;55.97364001;1.066106732;1.128151416;0.031011759;8.365185743
SAP;2009;Good;60;0.009660179;0.010961824;0.007776877;0.000953426;0.001209004;0.00064415;6;6;26.97109288;4.557415496;2.45900685;0.729670659;104.8488972
SAP;2009;Good;115;0.008947401;0.008373698;0.009777471;0.000930074;0.001295293;0.00048812;10;10;73.97442927;1.233071458;1.496918347;0.218234172;19.48309102
SAP;2009;Poor;150;0.008518465;0.010259522;0.005999393;0.000932005;0.00107701;0.000756534;7;5;0.9397915;0.4005896;1.32351;0.04981859;4.251705
CPL;2009;Good;122;0.008675532;0.009222014;0.007884847;0.000892788;0.001152895;0.00057803;16;14;47.50293903;3.553675986;2.035172392;0.682682979;74.07257572
SAP;2009;Poor;51;0.010364997;0.005755306;0.017034587;0.000910146;0.001114884;0.000662392;7;6;0.07047962;0.695466505;1.333770724;0.166459404;6.816959199
SAP;2009;Poor;59;0.008958897;0.006520754;0.012486554;0.000872083;0.000920275;0.000813764;5;5;44.23035822;2.431150343;1.952158039;0.305722016;41.201215
SAP;2009;Poor;437;0.008488134;0.008332088;0.00871391;0.000899937;0.000653423;0.001198246;3;3;3.168379821;12.96431066;4.121804617;2.459208622;285.9691884
SAP;2009;Poor;34;0.01020046;0.013892323;0.004858842;0.000899828;0.000993361;0.000786643;5;5;57.09990301;1.955383123;1.530753339;0.091173618;37.32250071
SAP;2009;Good;254;0.011565162;0.00876666;0.015614211;0.000881317;0.00109;0.00062879;16;15;68.68877849;1.732061965;1.574595362;0.174370013;21.48960863
SAP;2009;Good;420;0.008488134;0.008332088;0.00871391;0.000880207;0.001015866;0.000716045;17;17;36.143951;1.692899448;1.538992827;0.293787443;29.14472037
SAP;2009;Good;459;0.009399683;0.010389494;0.007967564;0.000887193;0.000940667;0.000822484;31;19;83.26249903;1.56610772;1.678694887;0.054091647;14.62574935
CPL;2009;Good;91;0.008716154;0.009020822;0.008275342;0.000905864;0.001183766;0.000569573;22;14;81.17278285;0.955800635;1.41942167;0.109889267;8.678927291
NPL;2008;Poor;162;0.00507254;-0.000666741;0.013223032;0.001454337;0.0019654;0.000887256;25;13;53.306882;0.4312695;0.7899466;0.02509138;2.870668
NPL;2009;Poor;66;0.008733063;0.010872407;0.005637725;0.000874796;0.001094987;0.00060834;7;7;0.7727929;0.1642354;0.3010372;0.01026872;0.2135214
TPL;2008;Poor;4;0.004767679;0.006287223;0.002609738;0.00084513;0.001694792;0.000500246;2;2;0.046838714;56.65459232;11.28851946;21.22678126;1607.986979
TPL;2008;Poor;122;0.004610254;0.005575967;0.003238822;0.001502887;0.002065493;0.000678613;15;11;4.672157988;10.74659303;6.863456633;3.100861011;909.0006513
NPL;2008;Poor;52;0.004884669;0.00609554;0.003165082;0.001442175;0.001766473;0.00108233;8;8;2.694781405;1.24310022;1.500365621;0.097696003;7.512085511
NPL;2008;Poor;108;0.005621282;0.006915206;0.003783748;0.001541445;0.001780997;0.001275635;6;6;0.09945479;0.2043079;0.6002532;0.02060775;0.1809337
TPL;2008;Poor;528;0.004439177;0.004540216;0.00429569;0.001417206;0.001877233;0.000906754;14;14;0;0.072171407;1.132937789;0;0.505826742
NPL;2008;Poor;17;0.004697008;0.005836804;0.003078356;0.001553302;0.000480621;0.002743561;2;2;3.983322536;0.729323433;1.410666059;0.006644408;6.473695574
TPL;2009;Poor;670;0.008512444;0.00835435;0.008741185;0.000863906;0.00112181;0.000551816;12;12;17.92103;0.2470797;0.6624785;0.01065868;0.6975763
NPL;2008;Poor;33;0.004222091;0.004481494;0.003853705;0.001473307;0.001419729;0.001532759;5;5;2.533281;1.233959;1.073934;0.1945607;18.01437
NPL;2008;Poor;2;0.004543745;0.005336364;0.003418128;0.001533864;0.000426324;0.002762804;3;2;14.71575;0.3345347;0.6056217;0.0155568;0.4943176
NPL;2008;Poor;97;0.004495185;0.005795315;0.00264884;0.001440871;0.001544889;0.001325451;6;6;4.54142;0.5312311;1.030844;0.005971267;2.681297
TPL;2009;Good;420;0.008716154;0.009020822;0.008275342;0.000946686;0.000475454;0.001516926;2;2;32.58559622;5.116883117;1.427802585;0.236127509;122.8200448
NPL;2008;Poor;16;0.005374285;0.00328144;0.008346384;0.001483603;0.001174544;0.001826538;5;4;0;0.449194;1.660013;0.007294478;1.512164
NPL;2008;Poor;39;0.005268916;0.006579617;0.003407559;0.001526076;0.001294839;0.001782659;4;4;15.8094;0.219993;0.5698224;0.007588319;0.5962232
TPL;2009;Poor;47;0.009875671;0.013355177;0.004841304;0.000893712;0.00120639;0.000515338;11;10;0.8431332;0.527679;1.036982;0.04037662;3.677526
NPL;2008;Poor;63;0.012470592;0.010889172;0.015334514;0.001408307;0.001859696;0.00090744;16;12;0.279097702;0.206108354;0.531568761;0.001766441;1.250958416
NPL;2008;Good;159;0.012336765;0.016502409;0.004792864;0.001428087;0.00186047;0.000948311;11;10;71.35186355;0.966993051;1.002338949;0;3.6565931
TPL;2009;Poor;405;0.009017928;0.002714563;0.018138031;0.000863374;0.001124281;0.000547649;12;12;0;24.11528662;8.681187981;1.337579618;634.3376327
NPL;2008;Poor;55;0.010841042;0.013856596;0.005379931;0.001389297;0.001825863;0.00090488;25;13;56.27395434;0.5904016;1.387306907;0.033327779;18.54442431
NPL;2008;Poor;44;0.01080965;0.012186237;0.008316677;0.001496469;0.00122384;0.001798981;4;4;73.02808;0.5481097;1.327376;0.04790038;4.563242
TPL;2008;Good;21;0.011850993;0.012279652;0.011074701;0.001478436;0.000629654;0.001310642;6;6;89.91698818;1.055194139;1.514038306;0.08961309;13.08790865
NPL;2008;Good;215;0.012347988;0.013135478;0.01092186;0.001451188;0.001946386;0.00090171;14;11;88.79464127;0.999160041;1.270052542;0.062258556;8.820501765
TPL;2008;Good;153;0.01192044;0.010853304;0.013853004;0.001432098;0.001912992;0.000898492;30;12;25.79380635;0.563112505;0.81028471;0;7.242436713
NPL;2008;Good;11;0.012146134;0.005649763;0.023910934;0.001607793;0.001522233;0.001702732;5;4;37.8048893;1.760991218;1.554637694;0.321300094;31.35127301
NPL;2008;Poor;4;0.01259428;0.016851714;0.004884149;0.001566898;0.00052112;0.002727307;2;2;0;0.308195381;0.841213361;0;1.216407492
NPL;2008;Poor;264;0.009814776;0.011746442;0.006316567;0.001458103;0.001593957;0.001307357;6;6;18.06208;0.2458394;0.6732186;0.01033735;0.6085276
TPL;2008;Good;19;0.01135875;0.011386521;0.011308457;0.001518846;0.001528749;0.001507857;5;5;89.89288776;0.955335582;1.454726595;0.067090224;6.883685021
NPL;2008;Poor;102;0.010934671;0.012620197;0.007882215;0.000845815;0.001587648;0.001314447;6;6;87.09677419;0.669738863;2.724664627;0;4.152137783
NPL;2009;Poor;104;0.010399945;0.00637808;0.016219032;0.000883449;0.00112274;0.000593881;15;14;0.471031559;8.144371173;3.086860293;0.612341027;258.0406733
NPL;2008;Poor;266;0.010331907;0.008478926;0.01368762;0.001406631;0.001862927;0.000900319;12;12;49.80276;0.3108179;0.9322041;0.0196886;1.219268
NPL;2009;Poor;80;0.009791177;0.011284902;0.007629961;0.000938647;0.000958744;0.000914328;5;4;0;0.103855882;0.672129537;0;0.428315267
NPL;2009;Good;67;0.009017928;0.002714563;0.018138031;0.000909571;0.001235747;0.000514863;11;9;0.7081161;0.404015252;1.073838524;0.007781496;5.192649498
TPL;2008;Poor;63;0.009418063;0.002909098;0.021205671;0.001525648;0.001733494;0.00129502;8;6;12.96325;0.3813583;0.6409027;0.02492021;0.6677594
NPL;2008;Poor;55;0.011022627;0.010305155;0.012321953;0.001487412;0.001864586;0.001068896;12;8;1.46544;0.1515168;0.2045246;0.003131586;0.2372694
NPL;2009;Poor;51;0.010464056;0.005986991;0.016941754;0.000900005;0.001215052;0.000518765;13;9;0.04815188;0.08441403;0.9648015;0.001075513;0.3041626
NPL;2008;Poor;820;0.009994091;0.010204419;0.009613191;0.001421087;0.001824604;0.00097334;28;10;0;0.271651457;0.523727476;0;3.885342349
NPL;2008;Poor;171;0.010093892;0.011064433;0.008336261;0.001400526;0.001821546;0.000933358;14;11;19.31949;0.1334294;0.321331;0.00019341;0.2120747
NPL;2009;Poor;186;0.009498277;0.012526009;0.005117566;0.000959242;0.00100539;0.000903399;5;4;0.1559688;0.1766685;0.3616209;0.01234845;0.2028216
NPL;2009;Poor;21;0.010515002;0.013152682;0.006698642;0.00090423;0.001201407;0.000544614;18;8;37.18005;0.5166249;1.159458;0.04847464;3.712211
TPL;2008;Poor;74;0.010333053;0.012334972;0.006707617;0.001471835;0.001892034;0.001005576;15;9;19.53008915;15.16261144;3.403616902;3.23179792;216.617018
NPL;2008;Poor;55;0.011116592;0.012403725;0.008785617;0.001632267;0.000715185;0.002649872;2;2;5.612265;0.3551814;0.7189412;0.01406571;1.76122
NPL;2008;Poor;64;0.010825681;0.007598301;0.016670403;0.001545588;0.001916994;0.001133472;11;7;29.76655226;0.805538816;0.956372013;0.036680902;13.09144628
NPL;2009;Poor;68;0.008822204;0.011003472;0.005666208;0.000898093;0.001186635;0.000548927;8;8;40.44799;0.2842636;0.9009524;0.01015724;2.242947
NPL;2008;Poor;305;0.0100892;0.006155109;0.017213763;0.001373858;0.001667188;0.001048376;21;18;59.94175984;2.212658465;1.687865944;0.17308322;14.79826064
TPL;2008;Poor;126;0.010464405;0.011215699;0.009103828;0.001463574;0.001868727;0.001014011;15;9;2.19473051;0.429314505;1.047341897;0.011967372;4.523734775
NPL;2009;Poor;18;0.009171773;0.011611118;0.005642374;0.000908969;0.000891206;0.000930464;4;4;0.004924503;0.9963934;1.15685;0.06612904;23.6303
NPL;2009;Poor;5;0.009142832;0.009826359;0.008153861;0.000933462;-8.35E-05;0.002164106;1;1;0;0.023066848;0.030940892;0.005005464;0.676366581
TPL;2009;Good;165;0.009523672;0.008087334;0.011601856;0.00090041;0.000873404;0.000933091;4;4;93.76262604;0.995717071;1.257223487;0.071014582;3.749020796
NPL;2009;Poor;83;0.009191625;0.009718427;0.008429415;0.000870393;0.001152636;0.000528849;13;10;14.35067;0.2963979;0.7808462;0.0229694;2.093043
NPL;2009;Poor;696;0.00880695;0.010837588;0.005868895;0.000876388;0.001161559;0.000531301;9;9;6.146566;0.164941;0.3906206;0.002821079;0.1850619
TPL;2008;Poor;59;0.011025899;0.014056123;0.005538224;0.001384803;0.001758416;0.000970238;19;17;27.90940885;0.392672575;1.319521139;0.008149129;5.90409276
NPL;2009;Poor;103;0.009976976;0.011400109;0.007917897;0.000949496;0.000786153;0.001147158;3;3;0.6072118;0.1768238;0.93096;0.007828819;0.7977866
NPL;2009;Poor;29;0.00864344;0.006011546;0.012451431;0.000934826;0.000743703;0.001166105;3;3;18.19665113;1.541461096;1.735868213;0.257807139;20.99605032
NPL;2009;Poor;11;0.008707711;0.010715202;0.005803146;0.000907655;0.001110198;0.000662557;8;6;54.16292944;0.982968001;1.450433059;0.040814232;9.461841816
NPL;2009;Poor;25;0.009017928;0.002714563;0.018138031;0.000910503;0.000686098;0.001182056;3;3;49.93908;0.5511746;1.191133;0.01652856;2.569017
NPL;2009;Poor;7;0.010761211;0.006833204;0.016444497;0.000904501;0.000353527;0.001571237;2;2;6.885556;0.3604472;0.7121982;0.01367676;1.762807
NPL;2009;Poor;109;0.007931814;0.007714951;0.008245585;0.000869303;0.001024172;0.000681895;6;6;13.5615;0.3621897;0.8898563;0.001219376;0.5735672
SPL;2008;Good;20;0.009819537;0.010962522;0.007749612;0.001523219;0.000409499;0.002759016;2;2;79.58105838;0.608888072;1.247905954;0.016799664;4.547931664
SPL;2009;Poor;37;0.011068929;0.015877522;0.004111556;0.000856905;0.001051908;0.000620932;7;7;2.304501;0.1434592;0.910978;0.000813711;0.2640106
TPL;2009;Poor;38;0.009392139;0.01239269;0.005050754;0.000857389;0.001092901;0.000572395;9;8;38.30767837;1.887195086;1.568050831;0.365524198;33.18390657
SPL;2009;Poor;119;0.010206648;0.014003821;0.004712661;0.000888041;0.001060494;0.000679354;6;6;18.98414;0.1865507;0.4927299;0.002080182;0.4811592
SPL;2008;Poor;200;0.012951984;0.00012909;0.036173995;0.001659592;0.00165358;0.001666264;4;4;0.342333324;0.313337599;0.592083038;0.012407163;1.029916162
NPL;2008;Good;12;0.011548931;0.012310357;0.010170002;0.001609328;0.000662935;0.002659457;2;2;87.51936943;0.789672623;1.341832897;0.050158986;5.536921769
SPL;2008;Poor;563;0.011882091;0.015311161;0.005672113;0.001430913;0.001911679;0.000897449;13;13;3.098458;0.4363482;0.9434438;0.004547553;2.390611
SPL;2008;Poor;85;0.012310196;0.016459844;0.004795266;0.001492595;0.001991841;0.000938627;18;10;81.65396241;0.966462609;1.420453492;0.112663187;8.330771593
SPL;2009;Poor;746;0.008962543;0.011424516;0.005400408;0.000850284;0.001106829;0.000539837;23;11;0.8587555;0.2030501;0.2911643;0.01311022;0.2140305
TPL;2009;Poor;36;0.010795339;0.006704582;0.016714102;0.000885832;0.001116256;0.000606994;9;7;39.54106;0.6587393;1.041073;0.0394969;0.4844917
NPL;2009;Poor;121;0.010364997;0.005755306;0.017034587;0.000890132;0.001184492;0.000533925;20;12;59.5873472;1.765717351;1.669387227;0.23244069;15.9682581
SPL;2008;Poor;65;0.012474287;0.013698116;0.010257958;0.001493368;0.001816606;0.001134699;8;7;16.31716012;1.236477732;1.30274467;0.198868135;14.67113403
SPL;2009;Poor;407;0.010430896;0.014374666;0.004724803;0.000852014;0.001050597;0.000611708;22;14;35.25489;0.455344;0.8152708;0.001645674;0.9943124
NPL;2008;Poor;245;0.012054261;0.016160696;0.004617588;0.001460739;0.001709326;0.001184903;7;7;0.107006626;1.332295797;1.246278684;0.262755733;15.5697659
SPL;2009;Poor;33;0.008992595;0.011528568;0.00532339;0.000891487;0.000979758;0.000784669;5;5;5.572226;0.07128866;0.1450359;0;0.2504305
SPL;2008;Good;220;0.012081764;0.014724118;0.007296512;0.001516267;0.0009338;0.00216258;3;3;45.35242814;1.954698537;1.592818459;0.328230079;32.37672779
SPL;2008;Poor;154;0.012400293;0.015264228;0.007213761;0.001451547;0.001386276;0.001523973;5;5;75.37052253;1.181767126;1.487229037;0.157166034;11.02296004
SPL;2008;Poor;237;0.0133437;0.004345636;0.029639018;0.001396788;0.00182784;0.000918489;13;12;5.999765623;0.791786556;1.335189406;0.088117134;10.91397856
SPL;2009;Good;13;0.008408819;0.008681956;0.008013627;0.000890534;0.001070483;0.000672777;7;6;2.20777301;1.541406339;1.359670217;0.130226264;11.90281659
TPL;2009;Poor;21;0.010399945;0.00637808;0.016219032;0.000971064;0.000529679;0.001505186;2;2;25.23945;0.3342753;0.9843432;0.02322758;1.181008
TPL;2009;Poor;264;0.009513994;0.011013216;0.007344825;0.000856693;0.001117034;0.000541653;11;11;0.079970346;0.353475029;0.520511643;0.019818555;1.662379411
TPL;2009;Poor;318;0.01081614;0.015340772;0.00426962;0.000872063;0.000873472;0.000870358;23;20;18.41691;0.3136801;0.5850596;0.01043632;0.3977781
SPL;2008;Poor;426;0.011655306;0.014057378;0.0073052;0.00143744;0.001762607;0.00107663;21;19;80.87469237;2.032043634;1.691589188;0.335980337;19.38841387
NPL;2008;Poor;145;0.011412196;0.013907347;0.006893525;0.001366589;0.001712627;0.00098262;11;10;59.52134192;1.675436534;1.647168571;0.230663055;14.86399999
SPL;2009;Poor;224;0.009463231;0.012534331;0.005019771;0.000907284;0.001230426;0.000516249;15;9;0.1419826;0.1543983;1.008664;0.007388567;0.6157259
SPL;2009;Poor;935;0.010001299;0.011581232;0.007715351;0.000798558;0.000730896;0.000880435;28;19;0.6559005;0.2012879;0.9081789;0.01060711;1.16668
SPL;2009;Poor;43;0.008138682;0.004830071;0.012925787;0.000910811;0.000887141;0.000939454;4;4;24.72149421;1.484655612;1.397937276;0.240380655;18.19803245
SPL;2008;Poor;355;0.013155787;0.000633163;0.035834014;0.000814044;0.001802728;0.000962501;11;10;83.8317;1.171769;1.55173;0.1492888;11.73126
SPL;2009;Good;24;0.009024468;0.008457395;0.009844945;0.000910054;0.000686409;0.001180689;3;3;81.03613555;1.199130654;1.412613605;0.150966441;11.54397199
SPL;2009;Poor;36;0.008383579;0.010127418;0.005860484;0.000957802;0.00050202;0.001509346;2;2;0.3035848;0.5071155;0.9300193;0.0433544;8.018321
SPL;2009;Poor;674;0.010399945;0.00637808;0.016219032;0.00090061;0.001222431;0.000511173;10;10;31.05015;0.3131873;0.9658584;0.01593255;0.9918471
NPL;2008;Good;87;0.011370687;0.014723523;0.005298768;0.001525;0.000396265;0.002777459;2;2;46.60987402;2.156931019;1.62230581;0.455623541;39.02630973
SPL;2009;Poor;72;0.009734541;0.012982716;0.005034879;0.000912656;0.001121698;0.000659693;7;6;1.73411606;0.667955528;1.020373302;0.076708161;7.259917389
TPL;2008;Poor;310;0.011442019;0.014916321;0.005150125;0.001514659;0.001540371;0.001486129;5;5;4.73886;0.1809158;0.4608314;0;0.1809337
SPL;2009;Poor;13;0.009191625;0.009718427;0.008429415;0.000918522;0.00090277;0.000937582;4;4;0.017223369;0.447542393;0.697236209;0.059849938;5.323276794
NPL;2009;Poor;552;0.00965722;0.012855658;0.00502952;0.000818562;0.000968355;0.000637298;17;14;0.5599151;0.1780678;0.9488436;0.00804363;0.7915292
TPL;2009;Poor;56;0.009817214;0.013178038;0.004954564;0.000925983;0.000928591;0.000922828;4;4;13.15292;0.4413185;0.7071915;0.02498441;0.3671431
SPL;2009;Poor;2;0.009796175;0.011773457;0.006935321;0.000929752;-8.99E-05;0.002163674;1;1;38.64503766;0.411067001;0.983931115;0.017787506;3.284431113
SPL;2009;Good;7;0.008903412;0.011217848;0.005554739;0.000894336;0.000643581;0.001197777;3;3;64.68343695;1.216049438;1.349850349;0.052506341;6.071969139
SPL;2009;Good;449;0.010762674;0.01317734;0.007268983;0.00082629;0.001052731;0.000552272;10;10;26.65595407;0.465801482;1.136257321;0.001226633;4.53199936
SPL;2009;Poor;56;0.00981546;0.013001047;0.005206353;0.000888492;0.000980045;0.000777703;5;5;75.95043;0.3174139;1.424616;0.00961763;8.38569
NAP;2009;Good;95;0.009430844;0.010995654;0.007166778;0.000908095;0.001018229;0.000774822;5;5;78.37691821;1.908890475;1.749189503;0.244736084;32.51256302
NAP;2009;Good;74;0.009663353;0.010917509;0.007848762;0.000861864;0.001064065;0.00061718;8;7;77.53535299;1.265698023;1.421474101;0.089400847;6.205607678
NAP;2008;Poor;510;0.013797893;-0.007063695;0.051577822;0.001418251;0.001900637;0.00088299;17;14;62.81803348;0.681161121;1.322891376;0.065587611;4.42290877
NAP;2008;Poor;145;0.014038248;0.002768111;0.034448247;0.001457933;0.002000466;0.000855931;20;14;0;0.117717259;0.453417855;0.006001625;0.373703718
NAP;2008;Good;282;0.012029766;0.009098993;0.017337339;0.001430212;0.001929701;0.000875973;14;12;65.97144232;1.917375261;2.00952539;0;6.985892272
NAP;2008;Good;383;0.010421505;0.012422111;0.006798449;0.001410377;0.001893946;0.000873803;13;13;31.19745286;0.905974827;1.172010241;0.019899507;10.07364861
NAP;2008;Poor;1212;0.011461277;0.014931845;0.005176147;0.001409321;0.001889923;0.000876039;18;14;3.485803567;0.406820753;0.605742486;0.005387641;7.987170317
NAP;2008;Good;504;0.009775839;0.011584365;0.006500634;0.001445716;0.00195598;0.000879521;15;15;77.41951867;2.032795616;1.726205774;0.268848545;33.96198593
NAP;2008;Good;226;0.010069666;0.012034962;0.006510553;0.001483006;0.001772405;0.001161885;7;7;92.03691957;0.845013644;1.511237123;0.042039359;2.801140371
NAP;2008;Good;594;0.010841093;0.011505797;0.009637327;0.001415141;0.001910385;0.000865612;13;13;68.00946996;1.748035642;1.576954208;0.228675185;24.48347146
NAP;2008;Poor;492;0.010420988;0.01142752;0.008598177;0.001461569;0.001984408;0.00088142;11;11;8.055540548;0.474897347;0.970315473;0.006753471;3.852492052
NAP;2009;Good;15;0.00924928;0.009093474;0.009474711;0.000972357;0.00104035;0.000890078;6;4;54.63929483;0.895731849;1.220274462;0.016237532;6.383535621
NAP;2009;Good;11;0.009691406;0.012973561;0.004942579;0.000924641;0.001059952;0.000760901;9;5;15.22619851;0.494598244;1.284033267;0;2.700974298
NAP;2009;Good;107;0.010399945;0.00637808;0.016219032;0.000925184;0.001067344;0.000753156;5;5;78.36453952;1.603908186;1.482364675;0.139113224;13.55961854
CPL;2009;Poor;115;0.008956023;0.009396794;0.008318288;0.000934943;0.001307446;0.000484175;10;10;0;0.221158536;0.59362072;0.029925515;0.945864736
NAP;2008;Good;24;0.010583539;0.012282569;0.007506628;0.001576388;0.001076926;0.002130598;3;3;18.20270316;0.599104538;1.201723824;0.013415166;4.49369923
SAP;2008;Poor;1214;0.012665248;0.005575461;0.025504714;0.001552516;0.000496708;0.002724053;2;2;0.1500776;0.1469855;1.018871;0.007168628;0.6069255
SAP;2009;Poor;206;0.010761211;0.006833204;0.016444497;0.000896048;0.001095337;0.000654886;17;16;6.921382878;0.362528652;0.73027243;0.005493161;2.165671966
SAP;2009;Poor;49;0.007836704;0.007584212;0.008202026;0.000874091;0.001133986;0.000559592;8;8;0.6817949;0.3401153;0.5301145;0.01618184;3.332402
SAP;2009;Good;185;0.009794178;0.013097779;0.005014322;0.000844931;0.001088818;0.000549802;22;12;83.0130689;1.062911025;1.362973733;0.059561123;6.017486108
SAP;2008;Good;477;0.011432905;0.014596886;0.005702997;0.001442363;0.001756257;0.001094063;24;20;94.95202336;0.989570296;1.364808449;0;2.607380371
SAP;2008;Poor;490;0.010617576;0.012335599;0.007506271;0.001414615;0.001503642;0.001315829;27;23;0.251859597;0.216742129;0.615000861;0.005648566;2.243728026
SAP;2009;Good;231;0.008576354;0.007346969;0.010355105;0.000918844;0.001266263;0.000498431;17;11;89.29440049;0.55268234;1.455345891;0.00139778;5.061803176
SAP;2009;Good;131;0.008585156;0.005862284;0.012524778;0.000893192;0.001209421;0.000510522;10;10;60.89294262;0.258401254;1.273498126;0.005245661;2.465746964
SAP;2008;Poor;218;0.012653375;0.012491183;0.012947101;0.001549695;0.002030194;0.001016527;8;8;0;0.020723585;0.08047394;0;0.47149819
SAP;2009;Good;570;0.008711653;0.007831074;0.00998573;0.000858431;0.001073283;0.000598437;14;14;9.357163933;0.238613155;0.477822026;0.012563046;1.804313391
SAP;2008;Good;1424;0.012328396;0.013342383;0.010492084;0.001424552;0.001857214;0.000944464;11;10;0;0.086391526;1.005677749;0;6.009112956
SAP;2008;Good;436;0.011629898;0.015155538;0.005245033;0.001426394;0.001317768;0.001546927;5;5;0;0.312105649;0.736887156;0;0.262064461
SAP;2009;Good;10;0.009367166;0.010241633;0.008101932;0.000908673;0.000368175;0.001562734;2;2;0;0.459298498;1.135576505;0;0.695018529
WMT;2008;Good;71;0.012121269;0.012528595;0.01138361;0.001627623;-0.000108714;0.003554284;1;1;0.072938372;0.06549042;0.930243524;0.000639187;0.086977049
WMT;2008;Good;37;0.011949325;0.015826095;0.004928571;0.001643461;0.000750415;0.002634397;2;2;64.32646596;0.812821574;1.436056476;0.08228525;6.257277424
WMT;2008;Good;25;0.011837911;0.015745297;0.004761711;0.001644648;-3.53E-05;0.003508766;1;1;0.039198714;0.265466882;1.549480544;0.010487791;1.609601359
SPL;2009;Poor;160;0.00949728;0.012481792;0.005179101;0.00088502;0.000825114;0.000957512;4;4;16.19410206;1.19608206;1.292805984;0.188968397;13.91794106
WMT;2009;Poor;102;0.009412603;0.012328446;0.005193779;0.000997263;0.000115427;0.002064378;1;1;39.8507;0.3156162;0.8556377;0.002445409;0.9662352
WMT;2008;Good;10;0.01212016;0.006888203;0.021595134;0.001642725;-1.53E-05;0.00348253;1;1;0;0.042867642;0.507592627;0;0.162857647
XER;2009;Poor;4;0.008269977;0.005048937;0.012930379;0.000969877;3.42E-05;0.002102178;1;1;0;13.8721;3.380872;4.865616;3.993623
WMT;2009;Poor;17;0.008397866;0.003464198;0.015536206;0.000950002;0.001128342;0.000734192;5;5;41.27380747;2.076333497;1.622123834;0.419548006;37.43461016
WMT;2008;Good;14;0.012434849;0.011923122;0.013361576;0.001642725;-1.53E-05;0.00348253;1;1;0.074595326;0.421085239;2.245530557;0.023431961;3.134416726
WMT;2008;Poor;383;0.011346078;0.01388023;0.006756778;0.001449571;0.001383543;0.001522837;5;5;1.76246937;0.650771654;1.014784272;0.074469029;7.261013468
SPL;2008;Poor;154;0.01190977;0.015622038;0.005186925;0.001397927;0.001590637;0.001184094;8;7;23.63420066;2.115970701;1.556259074;0.42970213;36.21891453
XER;2008;Good;1;0.01225847;0.011671054;0.01332227;0.001682085;6.63E-05;0.003474971;1;1;79.28454276;0.54128439;1.040197071;0.066150052;9.93179204
XER;2008;Good;62;0.011720494;0.011929542;0.01134191;0.001615032;0.001228031;0.002044454;3;3;0.817775625;0.197134524;1.21329665;0.007132044;0.553552552
XER;2008;Good;167;0.0112318;0.014079527;0.006074623;0.001629147;0.001277234;0.002019635;3;3;0;10.000067;5.183050689;2;981.5758223
XER;2008;Poor;27;0.012684631;0.014977389;0.008532491;0.001643263;-4.59E-05;0.003517556;1;1;69.77610198;1.602194158;1.529893161;0.118925812;14.65613916
XER;2009;Poor;27;0.011689972;0.017139559;0.003805169;0.000959123;0.00080558;0.001144926;3;3;0;0.6697068;1.540094;0;26.6084
XER;2008;Poor;25;0.012261742;0.016519028;0.00455188;0.001637516;0.001619849;0.001657119;4;4;8.372688424;0.865773854;1.174558915;0.113537035;9.547395331
XER;2008;Good;46;0.012275717;0.015684077;0.006103246;0.001629147;0.001277234;0.002019635;3;3;0.025329876;0.123918454;0.333226289;0.002525218;0.287612092
XER;2008;Good;32;0.012968926;0.011238216;0.016103209;0.001650329;0.001318539;0.002018488;3;3;0;10.01554364;4.526511717;1;890.0731754
XER;2008;Good;3;0.010828491;0.00921764;0.01374571;0.001642815;0.00077416;0.002606684;2;2;0;0.202865153;0.928023012;0.011096565;1.448702235
XER;2008;Poor;49;0.01013583;0.008183823;0.013670877;0.001629147;0.001277234;0.002019635;3;3;62.56577891;0.766660688;1.305967998;0.091339488;6.797807067
XER;2008;Good;25;0.010364564;0.012670576;0.006188421;0.001647504;0.001313168;0.002018488;3;3;75.318783;1.202864212;1.490990614;0.16277861;11.47001835
XER;2008;Poor;28;0.009218678;0.007590654;0.012166999;0.001639932;0.000765413;0.002610308;2;2;0;13.33502;3.700845;3.227294;63.65063
XER;2008;Good;5;0.009785058;0.011161456;0.007292428;0.001624138;-0.000146671;0.003589049;1;1;70.7923583;0.960028596;1.419480658;0.11130893;6.756674795
